Date,Terminal,Product,TGP_Excluding_GST,GST,TGP_Including_GST
11/07/2026,Sydney,ULP,143.93,14.39,158.32
11/07/2026,Sydney,E10,143.90,14.39,158.29
11/07/2026,Sydney,P95,158.02,15.80,173.82
11/07/2026,Sydney,P98,166.00,16.60,182.60
11/07/2026,Sydney,DIS,162.77,16.28,179.05
11/07/2026,Sydney,PREDIS,164.77,16.48,181.25
11/07/2026,Brisbane,ULP,145.83,14.58,160.42
11/07/2026,Brisbane,E10,146.77,14.68,161.45
11/07/2026,Brisbane,P95,155.04,15.50,170.54
11/07/2026,Brisbane,P98,168.68,16.87,185.55
11/07/2026,Brisbane,DIS,163.16,16.32,179.47
11/07/2026,Brisbane,PREDIS,165.16,16.52,181.67
11/07/2026,Brisbane,B5,166.81,16.68,183.49
11/07/2026,Gladstone,ULP,151.99,15.20,167.19
11/07/2026,Gladstone,E10,152.04,15.20,167.24
11/07/2026,Gladstone,P95,153.02,15.30,168.32
11/07/2026,Gladstone,P98,,,
11/07/2026,Gladstone,DIS,162.97,16.30,179.27
11/07/2026,Gladstone,PREDIS,164.97,16.50,181.47
11/07/2026,Mackay,ULP,151.82,15.18,167.00
11/07/2026,Mackay,E10,154.40,15.44,169.84
11/07/2026,Mackay,P95,154.12,15.41,169.53
11/07/2026,Mackay,P98,157.06,15.71,172.77
11/07/2026,Mackay,DIS,163.46,16.35,179.80
11/07/2026,Mackay,PREDIS,165.46,16.55,182.00
11/07/2026,Townsville,ULP,151.84,15.18,167.02
11/07/2026,Townsville,E10,152.84,15.28,168.12
11/07/2026,Townsville,P95,162.53,16.25,178.78
11/07/2026,Townsville,P98,179.85,17.99,197.84
11/07/2026,Townsville,DIS,165.64,16.56,182.20
11/07/2026,Townsville,PREDIS,167.64,16.76,184.40
11/07/2026,Cairns,ULP,150.81,15.08,165.89
11/07/2026,Cairns,E10,153.12,15.31,168.43
11/07/2026,Cairns,P95,158.82,15.88,174.70
11/07/2026,Cairns,P98,,,
11/07/2026,Cairns,DIS,163.93,16.39,180.33
11/07/2026,Cairns,PREDIS,165.93,16.59,182.53
11/07/2026,Port Alma,DIS,162.97,16.30,179.27
11/07/2026,Adelaide,ULP,142.80,14.28,157.08
11/07/2026,Adelaide,E10,140.24,14.02,154.27
11/07/2026,Adelaide,P95,150.78,15.08,165.85
11/07/2026,Adelaide,P98,164.92,16.49,181.41
11/07/2026,Adelaide,DIS,158.95,15.89,174.84
11/07/2026,Adelaide,PREDIS,160.95,16.09,177.04
11/07/2026,Perth,ULP,145.19,14.52,159.71
11/07/2026,Perth,E10,,,
11/07/2026,Perth,P95,154.80,15.48,170.28
11/07/2026,Perth,P98,169.33,16.93,186.26
11/07/2026,Perth,DIS,159.95,15.99,175.94
11/07/2026,Perth,PREDIS,161.95,16.19,178.14
11/07/2026,Darwin,ULP,149.12,14.91,164.03
11/07/2026,Darwin,E10,,,
11/07/2026,Darwin,P95,158.35,15.84,174.19
11/07/2026,Darwin,P98,,,
11/07/2026,Darwin,DIS,162.40,16.24,178.64
11/07/2026,Darwin,PREDIS,164.40,16.44,180.84
11/07/2026,Bell Bay,ULP,148.97,14.90,163.87
11/07/2026,Bell Bay,E10,150.76,15.08,165.83
11/07/2026,Bell Bay,P95,157.75,15.78,173.53
11/07/2026,Bell Bay,P98,161.15,16.11,177.26
11/07/2026,Bell Bay,DIS,167.08,16.71,183.79
11/07/2026,Bell Bay,PREDIS,169.08,16.91,185.99
11/07/2026,Broome,ULP,175.70,17.57,193.27
11/07/2026,Broome,E10,,,
11/07/2026,Broome,P95,184.43,18.44,202.87
11/07/2026,Broome,P98,,,
11/07/2026,Broome,DIS,170.20,17.02,187.22
14/07/2026,Hastings,ULP,144.37,14.44,158.81
14/07/2026,Hastings,E10,144.40,14.44,158.84
14/07/2026,Hastings,P95,157.53,15.75,173.28
14/07/2026,Hastings,P98,164.61,16.46,181.07
14/07/2026,Hastings,DIS,163.73,16.37,180.10
14/07/2026,Hastings,PREDIS,165.73,16.57,182.30
14/07/2026,Yarraville,ULP,147.09,14.71,161.80
14/07/2026,Yarraville,E10,146.96,14.70,161.65
14/07/2026,Yarraville,P95,158.64,15.86,174.50
14/07/2026,Yarraville,P98,164.78,16.48,181.26
14/07/2026,Yarraville,DIS,166.17,16.62,182.78
14/07/2026,Yarraville,PREDIS,168.17,16.82,184.98
14/07/2026,Sydney,ULP,143.64,14.36,158.00
14/07/2026,Sydney,E10,143.57,14.36,157.93
14/07/2026,Sydney,P95,158.12,15.81,173.94
14/07/2026,Sydney,P98,166.13,16.61,182.74
14/07/2026,Sydney,DIS,163.93,16.39,180.32
14/07/2026,Sydney,PREDIS,165.93,16.59,182.52
14/07/2026,Brisbane,ULP,145.51,14.55,160.06
14/07/2026,Brisbane,E10,146.45,14.65,161.10
14/07/2026,Brisbane,P95,155.07,15.51,170.57
14/07/2026,Brisbane,P98,168.78,16.88,185.65
14/07/2026,Brisbane,DIS,164.28,16.43,180.71
14/07/2026,Brisbane,PREDIS,166.28,16.63,182.91
14/07/2026,Brisbane,B5,167.93,16.79,184.72
14/07/2026,Gladstone,ULP,151.70,15.17,166.87
14/07/2026,Gladstone,E10,151.78,15.18,166.95
14/07/2026,Gladstone,P95,153.08,15.31,168.39
14/07/2026,Gladstone,P98,,,
14/07/2026,Gladstone,DIS,164.13,16.41,180.54
14/07/2026,Gladstone,PREDIS,166.13,16.61,182.74
14/07/2026,Mackay,ULP,151.53,15.15,166.68
14/07/2026,Mackay,E10,154.14,15.41,169.55
14/07/2026,Mackay,P95,154.25,15.43,169.68
14/07/2026,Mackay,P98,157.19,15.72,172.91
14/07/2026,Mackay,DIS,164.62,16.46,181.08
14/07/2026,Mackay,PREDIS,166.62,16.66,183.28
14/07/2026,Townsville,ULP,151.55,15.15,166.70
14/07/2026,Townsville,E10,152.55,15.25,167.80
14/07/2026,Townsville,P95,162.66,16.27,178.93
14/07/2026,Townsville,P98,179.98,18.00,197.98
14/07/2026,Townsville,DIS,166.80,16.68,183.48
14/07/2026,Townsville,PREDIS,168.80,16.88,185.68
14/07/2026,Cairns,ULP,150.52,15.05,165.57
14/07/2026,Cairns,E10,153.19,15.32,168.51
14/07/2026,Cairns,P95,158.89,15.89,174.78
14/07/2026,Cairns,P98,,,
14/07/2026,Cairns,DIS,165.10,16.51,181.61
14/07/2026,Cairns,PREDIS,167.10,16.71,183.81
14/07/2026,Port Alma,DIS,164.13,16.41,180.54
14/07/2026,Adelaide,ULP,142.52,14.25,156.77
14/07/2026,Adelaide,E10,139.92,13.99,153.91
14/07/2026,Adelaide,P95,150.84,15.08,165.93
14/07/2026,Adelaide,P98,165.05,16.51,181.56
14/07/2026,Adelaide,DIS,160.11,16.01,176.12
14/07/2026,Adelaide,PREDIS,162.11,16.21,178.32
14/07/2026,Perth,ULP,144.90,14.49,159.39
14/07/2026,Perth,E10,,,
14/07/2026,Perth,P95,154.86,15.49,170.35
14/07/2026,Perth,P98,169.46,16.95,186.41
14/07/2026,Perth,DIS,161.12,16.11,177.23
14/07/2026,Perth,PREDIS,163.12,16.31,179.43
14/07/2026,Darwin,ULP,148.84,14.88,163.72
14/07/2026,Darwin,E10,,,
14/07/2026,Darwin,P95,158.50,15.85,174.35
14/07/2026,Darwin,P98,,,
14/07/2026,Darwin,DIS,163.57,16.36,179.92
14/07/2026,Darwin,PREDIS,165.57,16.56,182.12
14/07/2026,Bell Bay,ULP,148.68,14.87,163.55
14/07/2026,Bell Bay,E10,150.42,15.04,165.46
14/07/2026,Bell Bay,P95,157.85,15.78,173.63
14/07/2026,Bell Bay,P98,161.27,16.13,177.40
14/07/2026,Bell Bay,DIS,168.23,16.82,185.05
14/07/2026,Bell Bay,PREDIS,170.23,17.02,187.25
14/07/2026,Broome,ULP,175.30,17.53,192.84
14/07/2026,Broome,E10,,,
14/07/2026,Broome,P95,184.38,18.44,202.82
14/07/2026,Broome,P98,,,
14/07/2026,Broome,DIS,171.35,17.13,188.48
15/07/2026,Hastings,ULP,144.54,14.45,158.99
15/07/2026,Hastings,E10,144.56,14.46,159.01
15/07/2026,Hastings,P95,158.08,15.81,173.88
15/07/2026,Hastings,P98,165.18,16.52,181.70
15/07/2026,Hastings,DIS,165.53,16.55,182.08
15/07/2026,Hastings,PREDIS,167.53,16.75,184.28
15/07/2026,Yarraville,ULP,147.62,14.76,162.38
15/07/2026,Yarraville,E10,147.44,14.74,162.18
15/07/2026,Yarraville,P95,159.23,15.92,175.15
15/07/2026,Yarraville,P98,165.37,16.54,181.91
15/07/2026,Yarraville,DIS,167.98,16.80,184.78
15/07/2026,Yarraville,PREDIS,169.98,17.00,186.98
15/07/2026,Sydney,ULP,143.80,14.38,158.18
15/07/2026,Sydney,E10,143.73,14.37,158.10
15/07/2026,Sydney,P95,158.67,15.87,174.54
15/07/2026,Sydney,P98,166.70,16.67,183.37
15/07/2026,Sydney,DIS,165.73,16.57,182.30
15/07/2026,Sydney,PREDIS,167.73,16.77,184.50
15/07/2026,Brisbane,ULP,145.71,14.57,160.28
15/07/2026,Brisbane,E10,146.65,14.67,161.32
15/07/2026,Brisbane,P95,155.62,15.56,171.18
15/07/2026,Brisbane,P98,169.39,16.94,186.33
15/07/2026,Brisbane,DIS,166.13,16.61,182.74
15/07/2026,Brisbane,PREDIS,168.13,16.81,184.94
15/07/2026,Brisbane,B5,169.78,16.98,186.76
15/07/2026,Gladstone,ULP,151.86,15.19,167.05
15/07/2026,Gladstone,E10,151.92,15.19,167.11
15/07/2026,Gladstone,P95,153.59,15.36,168.95
15/07/2026,Gladstone,P98,,,
15/07/2026,Gladstone,DIS,165.95,16.59,182.54
15/07/2026,Gladstone,PREDIS,167.95,16.79,184.74
15/07/2026,Mackay,ULP,151.69,15.17,166.86
15/07/2026,Mackay,E10,154.29,15.43,169.72
15/07/2026,Mackay,P95,154.83,15.48,170.32
15/07/2026,Mackay,P98,157.77,15.78,173.55
15/07/2026,Mackay,DIS,166.43,16.64,183.08
15/07/2026,Mackay,PREDIS,168.43,16.84,185.28
15/07/2026,Townsville,ULP,151.71,15.17,166.89
15/07/2026,Townsville,E10,152.71,15.27,167.99
15/07/2026,Townsville,P95,163.24,16.32,179.57
15/07/2026,Townsville,P98,180.56,18.06,198.62
15/07/2026,Townsville,DIS,168.62,16.86,185.48
15/07/2026,Townsville,PREDIS,170.62,17.06,187.68
15/07/2026,Cairns,ULP,150.69,15.07,165.76
15/07/2026,Cairns,E10,153.71,15.37,169.08
15/07/2026,Cairns,P95,159.41,15.94,175.35
15/07/2026,Cairns,P98,,,
15/07/2026,Cairns,DIS,166.91,16.69,183.60
15/07/2026,Cairns,PREDIS,168.91,16.89,185.80
15/07/2026,Port Alma,DIS,165.95,16.59,182.54
15/07/2026,Adelaide,ULP,142.70,14.27,156.97
15/07/2026,Adelaide,E10,140.09,14.01,154.10
15/07/2026,Adelaide,P95,151.36,15.14,166.50
15/07/2026,Adelaide,P98,165.64,16.56,182.20
15/07/2026,Adelaide,DIS,161.94,16.19,178.13
15/07/2026,Adelaide,PREDIS,163.94,16.39,180.33
15/07/2026,Perth,ULP,145.08,14.51,159.58
15/07/2026,Perth,E10,,,
15/07/2026,Perth,P95,155.38,15.54,170.92
15/07/2026,Perth,P98,170.05,17.00,187.05
15/07/2026,Perth,DIS,162.95,16.30,179.25
15/07/2026,Perth,PREDIS,164.95,16.50,181.45
15/07/2026,Darwin,ULP,149.02,14.90,163.93
15/07/2026,Darwin,E10,,,
15/07/2026,Darwin,P95,159.10,15.91,175.01
15/07/2026,Darwin,P98,,,
15/07/2026,Darwin,DIS,165.40,16.54,181.94
15/07/2026,Darwin,PREDIS,167.40,16.74,184.14
15/07/2026,Bell Bay,ULP,148.83,14.88,163.71
15/07/2026,Bell Bay,E10,150.57,15.06,165.63
15/07/2026,Bell Bay,P95,158.39,15.84,174.23
15/07/2026,Bell Bay,P98,161.84,16.18,178.02
15/07/2026,Bell Bay,DIS,170.02,17.00,187.02
15/07/2026,Bell Bay,PREDIS,172.02,17.20,189.22
15/07/2026,Broome,ULP,175.25,17.53,192.78
15/07/2026,Broome,E10,,,
15/07/2026,Broome,P95,184.67,18.47,203.14
15/07/2026,Broome,P98,,,
15/07/2026,Broome,DIS,173.12,17.31,190.44
16/07/2026,Hastings,ULP,146.03,14.60,160.63
16/07/2026,Hastings,E10,146.03,14.60,160.64
16/07/2026,Hastings,P95,159.74,15.97,175.71
16/07/2026,Hastings,P98,166.85,16.69,183.54
16/07/2026,Hastings,DIS,170.52,17.05,187.57
16/07/2026,Hastings,PREDIS,172.52,17.25,189.77
16/07/2026,Yarraville,ULP,149.28,14.93,164.21
16/07/2026,Yarraville,E10,148.94,14.89,163.83
16/07/2026,Yarraville,P95,160.91,16.09,177.01
16/07/2026,Yarraville,P98,167.06,16.71,183.76
16/07/2026,Yarraville,DIS,172.99,17.30,190.29
16/07/2026,Yarraville,PREDIS,174.99,17.50,192.49
16/07/2026,Sydney,ULP,145.29,14.53,159.82
16/07/2026,Sydney,E10,145.20,14.52,159.72
16/07/2026,Sydney,P95,160.33,16.03,176.37
16/07/2026,Sydney,P98,168.37,16.84,185.21
16/07/2026,Sydney,DIS,170.72,17.07,187.79
16/07/2026,Sydney,PREDIS,172.72,17.27,189.99
16/07/2026,Brisbane,ULP,147.37,14.74,162.11
16/07/2026,Brisbane,E10,148.31,14.83,163.14
16/07/2026,Brisbane,P95,157.43,15.74,173.17
16/07/2026,Brisbane,P98,171.23,17.12,188.35
16/07/2026,Brisbane,DIS,171.31,17.13,188.44
16/07/2026,Brisbane,PREDIS,173.31,17.33,190.64
16/07/2026,Brisbane,B5,174.96,17.50,192.45
16/07/2026,Gladstone,ULP,153.35,15.34,168.69
16/07/2026,Gladstone,E10,153.26,15.33,168.59
16/07/2026,Gladstone,P95,155.23,15.52,170.76
16/07/2026,Gladstone,P98,,,
16/07/2026,Gladstone,DIS,170.95,17.09,188.04
16/07/2026,Gladstone,PREDIS,172.95,17.29,190.24
16/07/2026,Mackay,ULP,153.19,15.32,168.51
16/07/2026,Mackay,E10,155.63,15.56,171.20
16/07/2026,Mackay,P95,156.51,15.65,172.16
16/07/2026,Mackay,P98,159.45,15.94,175.39
16/07/2026,Mackay,DIS,171.44,17.14,188.58
16/07/2026,Mackay,PREDIS,173.44,17.34,190.78
16/07/2026,Townsville,ULP,153.21,15.32,168.53
16/07/2026,Townsville,E10,154.21,15.42,169.63
16/07/2026,Townsville,P95,164.92,16.49,181.41
16/07/2026,Townsville,P98,182.24,18.22,200.46
16/07/2026,Townsville,DIS,173.61,17.36,190.98
16/07/2026,Townsville,PREDIS,175.61,17.56,193.18
16/07/2026,Cairns,ULP,152.19,15.22,167.41
16/07/2026,Cairns,E10,155.34,15.53,170.88
16/07/2026,Cairns,P95,161.06,16.11,177.16
16/07/2026,Cairns,P98,,,
16/07/2026,Cairns,DIS,171.91,17.19,189.10
16/07/2026,Cairns,PREDIS,173.91,17.39,191.30
16/07/2026,Port Alma,DIS,170.95,17.09,188.04
16/07/2026,Adelaide,ULP,144.20,14.42,158.62
16/07/2026,Adelaide,E10,141.58,14.16,155.74
16/07/2026,Adelaide,P95,153.02,15.30,168.32
16/07/2026,Adelaide,P98,167.32,16.73,184.05
16/07/2026,Adelaide,DIS,166.95,16.69,183.64
16/07/2026,Adelaide,PREDIS,168.95,16.89,185.84
16/07/2026,Perth,ULP,146.58,14.66,161.24
16/07/2026,Perth,E10,,,
16/07/2026,Perth,P95,157.04,15.70,172.74
16/07/2026,Perth,P98,171.73,17.17,188.90
16/07/2026,Perth,DIS,167.98,16.80,184.77
16/07/2026,Perth,PREDIS,169.98,17.00,186.97
16/07/2026,Darwin,ULP,150.54,15.05,165.59
16/07/2026,Darwin,E10,,,
16/07/2026,Darwin,P95,160.80,16.08,176.88
16/07/2026,Darwin,P98,,,
16/07/2026,Darwin,DIS,170.42,17.04,187.46
16/07/2026,Darwin,PREDIS,172.42,17.24,189.66
16/07/2026,Bell Bay,ULP,150.31,15.03,165.34
16/07/2026,Bell Bay,E10,152.03,15.20,167.24
16/07/2026,Bell Bay,P95,160.04,16.00,176.04
16/07/2026,Bell Bay,P98,163.50,16.35,179.85
16/07/2026,Bell Bay,DIS,175.00,17.50,192.50
16/07/2026,Bell Bay,PREDIS,177.00,17.70,194.70
16/07/2026,Broome,ULP,176.52,17.65,194.18
16/07/2026,Broome,E10,,,
16/07/2026,Broome,P95,186.10,18.61,204.71
16/07/2026,Broome,P98,,,
16/07/2026,Broome,DIS,178.09,17.81,195.90
17/07/2026,Hastings,ULP,147.34,14.73,162.07
17/07/2026,Hastings,E10,147.33,14.73,162.07
17/07/2026,Hastings,P95,160.89,16.09,176.98
17/07/2026,Hastings,P98,167.99,16.80,184.79
17/07/2026,Hastings,DIS,174.30,17.43,191.73
17/07/2026,Hastings,PREDIS,176.30,17.63,193.93
17/07/2026,Yarraville,ULP,150.47,15.05,165.52
17/07/2026,Yarraville,E10,150.02,15.00,165.02
17/07/2026,Yarraville,P95,162.07,16.21,178.28
17/07/2026,Yarraville,P98,168.21,16.82,185.03
17/07/2026,Yarraville,DIS,176.79,17.68,194.47
17/07/2026,Yarraville,PREDIS,178.79,17.88,196.67
17/07/2026,Sydney,ULP,146.60,14.66,161.26
17/07/2026,Sydney,E10,146.50,14.65,161.15
17/07/2026,Sydney,P95,161.49,16.15,177.64
17/07/2026,Sydney,P98,169.51,16.95,186.46
17/07/2026,Sydney,DIS,174.51,17.45,191.96
17/07/2026,Sydney,PREDIS,176.51,17.65,194.16
17/07/2026,Brisbane,ULP,148.86,14.89,163.75
17/07/2026,Brisbane,E10,149.80,14.98,164.78
17/07/2026,Brisbane,P95,158.78,15.88,174.65
17/07/2026,Brisbane,P98,172.55,17.25,189.80
17/07/2026,Brisbane,DIS,175.29,17.53,192.82
17/07/2026,Brisbane,PREDIS,177.29,17.73,195.02
17/07/2026,Brisbane,B5,178.94,17.89,196.84
17/07/2026,Gladstone,ULP,154.67,15.47,170.14
17/07/2026,Gladstone,E10,154.45,15.44,169.89
17/07/2026,Gladstone,P95,156.41,15.64,172.05
17/07/2026,Gladstone,P98,,,
17/07/2026,Gladstone,DIS,174.74,17.47,192.22
17/07/2026,Gladstone,PREDIS,176.74,17.67,194.42
17/07/2026,Mackay,ULP,154.51,15.45,169.96
17/07/2026,Mackay,E10,156.82,15.68,172.50
17/07/2026,Mackay,P95,157.66,15.77,173.42
17/07/2026,Mackay,P98,160.60,16.06,176.66
17/07/2026,Mackay,DIS,175.24,17.52,192.76
17/07/2026,Mackay,PREDIS,177.24,17.72,194.96
17/07/2026,Townsville,ULP,154.53,15.45,169.98
17/07/2026,Townsville,E10,155.53,15.55,171.08
17/07/2026,Townsville,P95,166.07,16.61,182.68
17/07/2026,Townsville,P98,183.39,18.34,201.72
17/07/2026,Townsville,DIS,177.41,17.74,195.15
17/07/2026,Townsville,PREDIS,179.41,17.94,197.35
17/07/2026,Cairns,ULP,153.51,15.35,168.86
17/07/2026,Cairns,E10,156.51,15.65,172.17
17/07/2026,Cairns,P95,162.24,16.22,178.46
17/07/2026,Cairns,P98,,,
17/07/2026,Cairns,DIS,175.71,17.57,193.28
17/07/2026,Cairns,PREDIS,177.71,17.77,195.48
17/07/2026,Port Alma,DIS,174.74,17.47,192.22
17/07/2026,Adelaide,ULP,145.53,14.55,160.08
17/07/2026,Adelaide,E10,142.90,14.29,157.19
17/07/2026,Adelaide,P95,154.20,15.42,169.62
17/07/2026,Adelaide,P98,168.47,16.85,185.32
17/07/2026,Adelaide,DIS,170.75,17.08,187.83
17/07/2026,Adelaide,PREDIS,172.75,17.28,190.03
17/07/2026,Perth,ULP,147.90,14.79,162.69
17/07/2026,Perth,E10,,,
17/07/2026,Perth,P95,158.22,15.82,174.05
17/07/2026,Perth,P98,172.88,17.29,190.17
17/07/2026,Perth,DIS,171.79,17.18,188.97
17/07/2026,Perth,PREDIS,173.79,17.38,191.17
17/07/2026,Darwin,ULP,151.88,15.19,167.07
17/07/2026,Darwin,E10,,,
17/07/2026,Darwin,P95,161.96,16.20,178.16
17/07/2026,Darwin,P98,,,
17/07/2026,Darwin,DIS,174.23,17.42,191.66
17/07/2026,Darwin,PREDIS,176.23,17.62,193.86
17/07/2026,Bell Bay,ULP,151.61,15.16,166.78
17/07/2026,Bell Bay,E10,153.33,15.33,168.66
17/07/2026,Bell Bay,P95,161.18,16.12,177.30
17/07/2026,Bell Bay,P98,164.63,16.46,181.09
17/07/2026,Bell Bay,DIS,178.77,17.88,196.65
17/07/2026,Bell Bay,PREDIS,180.77,18.08,198.85
17/07/2026,Broome,ULP,177.61,17.76,195.38
17/07/2026,Broome,E10,,,
17/07/2026,Broome,P95,187.05,18.70,205.75
17/07/2026,Broome,P98,,,
17/07/2026,Broome,DIS,181.85,18.18,200.03
18/07/2026,Hastings,ULP,148.68,14.87,163.55
18/07/2026,Hastings,E10,148.66,14.87,163.53
18/07/2026,Hastings,P95,162.35,16.23,178.58
18/07/2026,Hastings,P98,169.45,16.95,186.40
18/07/2026,Hastings,DIS,177.47,17.75,195.22
18/07/2026,Hastings,PREDIS,179.47,17.95,197.42
18/07/2026,Yarraville,ULP,151.93,15.19,167.12
18/07/2026,Yarraville,E10,151.34,15.13,166.47
18/07/2026,Yarraville,P95,163.54,16.35,179.90
18/07/2026,Yarraville,P98,169.68,16.97,186.65
18/07/2026,Yarraville,DIS,179.97,18.00,197.96
18/07/2026,Yarraville,PREDIS,181.97,18.20,200.16
18/07/2026,Sydney,ULP,147.94,14.79,162.74
18/07/2026,Sydney,E10,147.83,14.78,162.62
18/07/2026,Sydney,P95,162.94,16.29,179.24
18/07/2026,Sydney,P98,170.97,17.10,188.07
18/07/2026,Sydney,DIS,177.67,17.77,195.44
18/07/2026,Sydney,PREDIS,179.67,17.97,197.64
18/07/2026,Brisbane,ULP,150.29,15.03,165.32
18/07/2026,Brisbane,E10,151.23,15.12,166.36
18/07/2026,Brisbane,P95,160.31,16.03,176.34
18/07/2026,Brisbane,P98,174.10,17.41,191.51
18/07/2026,Brisbane,DIS,178.56,17.86,196.42
18/07/2026,Brisbane,PREDIS,180.56,18.06,198.62
18/07/2026,Brisbane,B5,182.21,18.22,200.43
18/07/2026,Gladstone,ULP,156.01,15.60,171.61
18/07/2026,Gladstone,E10,155.65,15.57,171.22
18/07/2026,Gladstone,P95,157.85,15.79,173.64
18/07/2026,Gladstone,P98,,,
18/07/2026,Gladstone,DIS,177.92,17.79,195.71
18/07/2026,Gladstone,PREDIS,179.92,17.99,197.91
18/07/2026,Mackay,ULP,155.85,15.59,171.44
18/07/2026,Mackay,E10,158.03,15.80,173.83
18/07/2026,Mackay,P95,159.13,15.91,175.04
18/07/2026,Mackay,P98,162.06,16.21,178.27
18/07/2026,Mackay,DIS,178.41,17.84,196.25
18/07/2026,Mackay,PREDIS,180.41,18.04,198.45
18/07/2026,Townsville,ULP,155.87,15.59,171.46
18/07/2026,Townsville,E10,156.87,15.69,172.56
18/07/2026,Townsville,P95,167.54,16.75,184.29
18/07/2026,Townsville,P98,184.85,18.48,203.33
18/07/2026,Townsville,DIS,180.58,18.06,198.64
18/07/2026,Townsville,PREDIS,182.58,18.26,200.84
18/07/2026,Cairns,ULP,154.86,15.49,170.35
18/07/2026,Cairns,E10,157.95,15.80,173.75
18/07/2026,Cairns,P95,163.69,16.37,180.06
18/07/2026,Cairns,P98,,,
18/07/2026,Cairns,DIS,178.88,17.89,196.77
18/07/2026,Cairns,PREDIS,180.88,18.09,198.97
18/07/2026,Port Alma,DIS,177.92,17.79,195.71
18/07/2026,Adelaide,ULP,146.88,14.69,161.57
18/07/2026,Adelaide,E10,144.23,14.42,158.66
18/07/2026,Adelaide,P95,155.65,15.57,171.22
18/07/2026,Adelaide,P98,169.94,16.99,186.93
18/07/2026,Adelaide,DIS,173.93,17.39,191.32
18/07/2026,Adelaide,PREDIS,175.93,17.59,193.52
18/07/2026,Perth,ULP,149.25,14.93,164.18
18/07/2026,Perth,E10,,,
18/07/2026,Perth,P95,159.68,15.97,175.64
18/07/2026,Perth,P98,174.35,17.43,191.78
18/07/2026,Perth,DIS,174.98,17.50,192.47
18/07/2026,Perth,PREDIS,176.98,17.70,194.67
18/07/2026,Darwin,ULP,153.24,15.32,168.56
18/07/2026,Darwin,E10,,,
18/07/2026,Darwin,P95,163.44,16.34,179.78
18/07/2026,Darwin,P98,,,
18/07/2026,Darwin,DIS,177.42,17.74,195.16
18/07/2026,Darwin,PREDIS,179.42,17.94,197.36
18/07/2026,Bell Bay,ULP,152.95,15.30,168.25
18/07/2026,Bell Bay,E10,154.65,15.46,170.11
18/07/2026,Bell Bay,P95,162.63,16.26,178.89
18/07/2026,Bell Bay,P98,166.08,16.61,182.69
18/07/2026,Bell Bay,DIS,181.93,18.19,200.12
18/07/2026,Bell Bay,PREDIS,183.93,18.39,202.32
18/07/2026,Broome,ULP,178.84,17.88,196.72
18/07/2026,Broome,E10,,,
18/07/2026,Broome,P95,188.37,18.84,207.21
18/07/2026,Broome,P98,,,
18/07/2026,Broome,DIS,185.00,18.50,203.50
21/07/2026,Hastings,ULP,150.11,15.01,165.12
21/07/2026,Hastings,E10,150.10,15.01,165.11
21/07/2026,Hastings,P95,164.02,16.40,180.43
21/07/2026,Hastings,P98,171.14,17.11,188.26
21/07/2026,Hastings,DIS,180.82,18.08,198.90
21/07/2026,Hastings,PREDIS,182.82,18.28,201.10
21/07/2026,Yarraville,ULP,153.59,15.36,168.95
21/07/2026,Yarraville,E10,152.84,15.28,168.12
21/07/2026,Yarraville,P95,165.24,16.52,181.77
21/07/2026,Yarraville,P98,171.37,17.14,188.51
21/07/2026,Yarraville,DIS,183.31,18.33,201.65
21/07/2026,Yarraville,PREDIS,185.31,18.53,203.85
21/07/2026,Sydney,ULP,149.37,14.94,164.30
21/07/2026,Sydney,E10,149.27,14.93,164.20
21/07/2026,Sydney,P95,164.62,16.46,181.08
21/07/2026,Sydney,P98,172.66,17.27,189.93
21/07/2026,Sydney,DIS,181.02,18.10,199.12
21/07/2026,Sydney,PREDIS,183.02,18.30,201.32
21/07/2026,Brisbane,ULP,151.81,15.18,166.99
21/07/2026,Brisbane,E10,152.75,15.28,168.03
21/07/2026,Brisbane,P95,162.06,16.21,178.27
21/07/2026,Brisbane,P98,175.89,17.59,193.47
21/07/2026,Brisbane,DIS,182.02,18.20,200.22
21/07/2026,Brisbane,PREDIS,184.02,18.40,202.42
21/07/2026,Brisbane,B5,185.67,18.57,204.23
21/07/2026,Gladstone,ULP,157.43,15.74,173.18
21/07/2026,Gladstone,E10,156.93,15.69,172.63
21/07/2026,Gladstone,P95,159.50,15.95,175.45
21/07/2026,Gladstone,P98,,,
21/07/2026,Gladstone,DIS,181.27,18.13,199.39
21/07/2026,Gladstone,PREDIS,183.27,18.33,201.59
21/07/2026,Mackay,ULP,157.28,15.73,173.00
21/07/2026,Mackay,E10,159.30,15.93,175.24
21/07/2026,Mackay,P95,160.83,16.08,176.91
21/07/2026,Mackay,P98,163.75,16.38,180.13
21/07/2026,Mackay,DIS,181.76,18.18,199.93
21/07/2026,Mackay,PREDIS,183.76,18.38,202.13
21/07/2026,Townsville,ULP,157.30,15.73,173.03
21/07/2026,Townsville,E10,158.30,15.83,174.13
21/07/2026,Townsville,P95,169.24,16.92,186.16
21/07/2026,Townsville,P98,186.54,18.65,205.20
21/07/2026,Townsville,DIS,183.93,18.39,202.32
21/07/2026,Townsville,PREDIS,185.93,18.59,204.52
21/07/2026,Cairns,ULP,156.28,15.63,171.91
21/07/2026,Cairns,E10,159.60,15.96,175.56
21/07/2026,Cairns,P95,165.34,16.53,181.88
21/07/2026,Cairns,P98,,,
21/07/2026,Cairns,DIS,182.23,18.22,200.45
